Route,Departing Port,Arriving Port,Airline,Month,Sectors Scheduled,Sectors Flown,Cancellations,Departures On Time,Arrivals On Time,Departures Delayed,Arrivals Delayed,"OnTime Departures(%)","OnTime Arrivals(%)","Cancellations(%)"
Mackay-Brisbane,Mackay,Brisbane,All Airlines,Jun-20, 72, 72, 0, 57, 67, 15, 5,79.2,93.1,0.0
Melbourne-Adelaide,Melbourne,Adelaide,All Airlines,Jun-20, 48, 46, 2, 43, 45, 3, 1,93.5,97.8,4.2
Melbourne-Brisbane,Melbourne,Brisbane,All Airlines,Jun-20, 124, 119, 5, 100, 109, 19, 10,84.0,91.6,4.0
Melbourne-Canberra,Melbourne,Canberra,All Airlines,Jun-20, 62, 58, 4, 53, 56, 5, 2,91.4,96.6,6.5
Melbourne-Mildura,Melbourne,Mildura,All Airlines,Jun-20, 24, 24, 0, 20, 20, 4, 4,83.3,83.3,0.0
Melbourne-Perth,Melbourne,Perth,All Airlines,Jun-20, 61, 61, 0, 54, 56, 7, 5,88.5,91.8,0.0
Melbourne-Sydney,Melbourne,Sydney,All Airlines,Jun-20, 257, 244, 13, 222, 238, 22, 6,91.0,97.5,5.1
Mildura-Melbourne,Mildura,Melbourne,All Airlines,Jun-20, 24, 24, 0, 19, 19, 5, 5,79.2,79.2,0.0
Newman-Perth,Newman,Perth,All Airlines,Jun-20, 29, 26, 3, 25, 25, 1, 1,96.2,96.2,10.3
Perth-Broome,Perth,Broome,All Airlines,Jun-20, 35, 35, 0, 29, 33, 6, 2,82.9,94.3,0.0
Perth-Kalgoorlie,Perth,Kalgoorlie,All Airlines,Jun-20, 28, 27, 1, 26, 27, 1, 0,96.3,100.0,3.6
Perth-Karratha,Perth,Karratha,All Airlines,Jun-20, 34, 34, 0, 32, 32, 2, 2,94.1,94.1,0.0
Perth-Melbourne,Perth,Melbourne,All Airlines,Jun-20, 60, 60, 0, 45, 50, 15, 10,75.0,83.3,0.0
Perth-Newman,Perth,Newman,All Airlines,Jun-20, 29, 26, 3, 25, 25, 1, 1,96.2,96.2,10.3
Perth-Port Hedland,Perth,Port Hedland,All Airlines,Jun-20, 32, 31, 1, 29, 29, 2, 2,93.5,93.5,3.1
Perth-Sydney,Perth,Sydney,All Airlines,Jun-20, 50, 47, 3, 40, 45, 7, 2,85.1,95.7,6.0
Port Hedland-Perth,Port Hedland,Perth,All Airlines,Jun-20, 24, 23, 1, 12, 16, 11, 7,52.2,69.6,4.2
Port Lincoln-Adelaide,Port Lincoln,Adelaide,All Airlines,Jun-20, 41, 41, 0, 27, 28, 14, 13,65.9,68.3,0.0
Rockhampton-Brisbane,Rockhampton,Brisbane,All Airlines,Jun-20, 56, 56, 0, 50, 52, 6, 4,89.3,92.9,0.0
Sydney-Albury,Sydney,Albury,All Airlines,Jun-20, 23, 22, 1, 19, 19, 3, 3,86.4,86.4,4.3
Sydney-Ballina,Sydney,Ballina,All Airlines,Jun-20, 32, 31, 1, 29, 30, 2, 1,93.5,96.8,3.1
Sydney-Brisbane,Sydney,Brisbane,All Airlines,Jun-20, 144, 139, 5, 128, 131, 11, 8,92.1,94.2,3.5
Sydney-Dubbo,Sydney,Dubbo,All Airlines,Jun-20, 29, 29, 0, 22, 24, 7, 5,75.9,82.8,0.0
Sydney-Gold Coast,Sydney,Gold Coast,All Airlines,Jun-20, 22, 22, 0, 20, 20, 2, 2,90.9,90.9,0.0
Sydney-Melbourne,Sydney,Melbourne,All Airlines,Jun-20, 260, 248, 12, 235, 243, 13, 5,94.8,98.0,4.6
Sydney-Perth,Sydney,Perth,All Airlines,Jun-20, 50, 47, 3, 39, 39, 8, 8,83.0,83.0,6.0
Sydney-Wagga Wagga,Sydney,Wagga Wagga,All Airlines,Jun-20, 24, 23, 1, 19, 21, 4, 2,82.6,91.3,4.2
Townsville-Brisbane,Townsville,Brisbane,All Airlines,Jun-20, 58, 57, 1, 45, 51, 12, 6,78.9,89.5,1.7
Townsville-Cairns,Townsville,Cairns,All Airlines,Jun-20, 39, 39, 0, 37, 36, 2, 3,94.9,92.3,0.0
Wagga Wagga-Sydney,Wagga Wagga,Sydney,All Airlines,Jun-20, 24, 23, 1, 21, 21, 2, 2,91.3,91.3,4.2
All Ports-All Ports,All Ports,All Ports,All Airlines,Jun-20,5 321,5 189, 132,4 462,4 631, 727, 558,86.0,89.2,2.5
Adelaide-Brisbane,Adelaide,Brisbane,Jetstar,Jul-20, 4, 4, 0, 3, 3, 1, 1,75.0,75.0,0.0
Adelaide-Melbourne,Adelaide,Melbourne,Jetstar,Jul-20, 26, 25, 1, 22, 22, 3, 3,88.0,88.0,3.8
Adelaide-Sydney,Adelaide,Sydney,Jetstar,Jul-20, 26, 26, 0, 21, 24, 5, 2,80.8,92.3,0.0
Ballina-Sydney,Ballina,Sydney,Jetstar,Jul-20, 61, 61, 0, 54, 55, 7, 6,88.5,90.2,0.0
Brisbane-Adelaide,Brisbane,Adelaide,Jetstar,Jul-20, 5, 5, 0, 3, 4, 2, 1,60.0,80.0,0.0
Brisbane-Cairns,Brisbane,Cairns,Jetstar,Jul-20, 77, 76, 1, 65, 62, 11, 14,85.5,81.6,1.3
Brisbane-Mackay,Brisbane,Mackay,Jetstar,Jul-20, 18, 18, 0, 15, 15, 3, 3,83.3,83.3,0.0
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,Jul-20, 19, 19, 0, 9, 15, 10, 4,47.4,78.9,0.0
Brisbane-Newcastle,Brisbane,Newcastle,Jetstar,Jul-20, 18, 17, 1, 14, 15, 3, 2,82.4,88.2,5.6
Brisbane-Proserpine,Brisbane,Proserpine,Jetstar,Jul-20, 31, 31, 0, 27, 25, 4, 6,87.1,80.6,0.0
Brisbane-Sydney,Brisbane,Sydney,Jetstar,Jul-20, 97, 96, 1, 85, 90, 11, 6,88.5,93.8,1.0
Brisbane-Townsville,Brisbane,Townsville,Jetstar,Jul-20, 49, 49, 0, 38, 37, 11, 12,77.6,75.5,0.0
Cairns-Brisbane,Cairns,Brisbane,Jetstar,Jul-20, 77, 75, 2, 48, 59, 27, 16,64.0,78.7,2.6
Cairns-Sydney,Cairns,Sydney,Jetstar,Jul-20, 46, 46, 0, 37, 40, 9, 6,80.4,87.0,0.0
Gold Coast-Sydney,Gold Coast,Sydney,Jetstar,Jul-20, 72, 72, 0, 62, 64, 10, 8,86.1,88.9,0.0
Hobart-Melbourne,Hobart,Melbourne,Jetstar,Jul-20, 25, 25, 0, 24, 25, 1, 0,96.0,100.0,0.0
Hobart-Sydney,Hobart,Sydney,Jetstar,Jul-20, 4, 4, 0, 2, 2, 2, 2,50.0,50.0,0.0
Launceston-Sydney,Launceston,Sydney,Jetstar,Jul-20, 4, 4, 0, 3, 3, 1, 1,75.0,75.0,0.0
Mackay-Brisbane,Mackay,Brisbane,Jetstar,Jul-20, 18, 18, 0, 14, 13, 4, 5,77.8,72.2,0.0
Melbourne-Adelaide,Melbourne,Adelaide,Jetstar,Jul-20, 25, 24, 1, 21, 21, 3, 3,87.5,87.5,4.0
Melbourne-Brisbane,Melbourne,Brisbane,Jetstar,Jul-20, 19, 19, 0, 17, 17, 2, 2,89.5,89.5,0.0
Melbourne-Hobart,Melbourne,Hobart,Jetstar,Jul-20, 26, 26, 0, 25, 26, 1, 0,96.2,100.0,0.0
Melbourne-Sydney,Melbourne,Sydney,Jetstar,Jul-20, 88, 68, 20, 51, 56, 17, 12,75.0,82.4,22.7
Newcastle-Brisbane,Newcastle,Brisbane,Jetstar,Jul-20, 18, 17, 1, 14, 13, 3, 4,82.4,76.5,5.6
Proserpine-Brisbane,Proserpine,Brisbane,Jetstar,Jul-20, 31, 31, 0, 21, 26, 10, 5,67.7,83.9,0.0
Sunshine Coast-Sydney,Sunshine Coast,Sydney,Jetstar,Jul-20, 18, 18, 0, 12, 13, 6, 5,66.7,72.2,0.0
Sydney-Adelaide,Sydney,Adelaide,Jetstar,Jul-20, 26, 26, 0, 24, 25, 2, 1,92.3,96.2,0.0
Sydney-Ballina,Sydney,Ballina,Jetstar,Jul-20, 61, 61, 0, 53, 53, 8, 8,86.9,86.9,0.0
Sydney-Brisbane,Sydney,Brisbane,Jetstar,Jul-20, 95, 94, 1, 81, 85, 13, 9,86.2,90.4,1.1
Sydney-Cairns,Sydney,Cairns,Jetstar,Jul-20, 47, 46, 1, 32, 37, 14, 9,69.6,80.4,2.1
Sydney-Gold Coast,Sydney,Gold Coast,Jetstar,Jul-20, 72, 72, 0, 61, 63, 11, 9,84.7,87.5,0.0
Sydney-Hobart,Sydney,Hobart,Jetstar,Jul-20, 4, 4, 0, 3, 3, 1, 1,75.0,75.0,0.0
Sydney-Launceston,Sydney,Launceston,Jetstar,Jul-20, 4, 4, 0, 2, 3, 2, 1,50.0,75.0,0.0
Sydney-Melbourne,Sydney,Melbourne,Jetstar,Jul-20, 88, 68, 20, 50, 56, 18, 12,73.5,82.4,22.7
Sydney-Sunshine Coast,Sydney,Sunshine Coast,Jetstar,Jul-20, 18, 18, 0, 15, 16, 3, 2,83.3,88.9,0.0
Townsville-Brisbane,Townsville,Brisbane,Jetstar,Jul-20, 48, 48, 0, 36, 37, 12, 11,75.0,77.1,0.0
All Ports-All Ports,All Ports,All Ports,Jetstar,Jul-20,1 601,1 549, 52,1 259,1 319, 290, 230,81.3,85.2,3.2
Adelaide-Alice Springs,Adelaide,Alice Springs,Qantas,Jul-20, 14, 14, 0, 10, 11, 4, 3,71.4,78.6,0.0
Adelaide-Brisbane,Adelaide,Brisbane,Qantas,Jul-20, 32, 32, 0, 18, 20, 14, 12,56.3,62.5,0.0
Adelaide-Melbourne,Adelaide,Melbourne,Qantas,Jul-20, 21, 12, 9, 11, 11, 1, 1,91.7,91.7,42.9
Adelaide-Perth,Adelaide,Perth,Qantas,Jul-20, 12, 12, 0, 12, 11, 0, 1,100.0,91.7,0.0
Adelaide-Sydney,Adelaide,Sydney,Qantas,Jul-20, 7, 0, 7, 0, 0, 0, 0,na,na,100.0
Alice Springs-Adelaide,Alice Springs,Adelaide,Qantas,Jul-20, 13, 13, 0, 10, 11, 3, 2,76.9,84.6,0.0
Brisbane-Adelaide,Brisbane,Adelaide,Qantas,Jul-20, 32, 31, 1, 22, 24, 9, 7,71.0,77.4,3.1
Brisbane-Cairns,Brisbane,Cairns,Qantas,Jul-20, 73, 73, 0, 62, 62, 11, 11,84.9,84.9,0.0
Brisbane-Canberra,Brisbane,Canberra,Qantas,Jul-20, 5, 5, 0, 5, 5, 0, 0,100.0,100.0,0.0
Brisbane-Darwin,Brisbane,Darwin,Qantas,Jul-20, 23, 23, 0, 18, 18, 5, 5,78.3,78.3,0.0
Brisbane-Mackay,Brisbane,Mackay,Qantas,Jul-20, 43, 43, 0, 42, 38, 1, 5,97.7,88.4,0.0
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,Jul-20, 22, 12, 10, 11, 11, 1, 1,91.7,91.7,45.5
Brisbane-Mount Isa,Brisbane,Mount Isa,Qantas,Jul-20, 27, 27, 0, 26, 25, 1, 2,96.3,92.6,0.0
Brisbane-Perth,Brisbane,Perth,Qantas,Jul-20, 21, 21, 0, 21, 19, 0, 2,100.0,90.5,0.0
Brisbane-Sydney,Brisbane,Sydney,Qantas,Jul-20, 163, 158, 5, 141, 154, 17, 4,89.2,97.5,3.1
Brisbane-Townsville,Brisbane,Townsville,Qantas,Jul-20, 59, 59, 0, 54, 53, 5, 6,91.5,89.8,0.0
Broome-Perth,Broome,Perth,Qantas,Jul-20, 16, 15, 1, 7, 9, 8, 6,46.7,60.0,6.3
Cairns-Brisbane,Cairns,Brisbane,Qantas,Jul-20, 73, 73, 0, 40, 45, 33, 28,54.8,61.6,0.0
Cairns-Sydney,Cairns,Sydney,Qantas,Jul-20, 39, 39, 0, 35, 39, 4, 0,89.7,100.0,0.0
Canberra-Brisbane,Canberra,Brisbane,Qantas,Jul-20, 5, 5, 0, 4, 4, 1, 1,80.0,80.0,0.0
Canberra-Melbourne,Canberra,Melbourne,Qantas,Jul-20, 4, 3, 1, 3, 3, 0, 0,100.0,100.0,25.0
Darwin-Brisbane,Darwin,Brisbane,Qantas,Jul-20, 23, 23, 0, 14, 18, 9, 5,60.9,78.3,0.0
Darwin-Perth,Darwin,Perth,Qantas,Jul-20, 7, 5, 2, 5, 4, 0, 1,100.0,80.0,28.6
Gold Coast-Sydney,Gold Coast,Sydney,Qantas,Jul-20, 21, 21, 0, 18, 21, 3, 0,85.7,100.0,0.0
Kalgoorlie-Perth,Kalgoorlie,Perth,Qantas,Jul-20, 1, 1, 0, 1, 1, 0, 0,100.0,100.0,0.0
Karratha-Perth,Karratha,Perth,Qantas,Jul-20, 10, 10, 0, 8, 9, 2, 1,80.0,90.0,0.0
Mackay-Brisbane,Mackay,Brisbane,Qantas,Jul-20, 43, 43, 0, 41, 42, 2, 1,95.3,97.7,0.0
Melbourne-Adelaide,Melbourne,Adelaide,Qantas,Jul-20, 22, 13, 9, 12, 12, 1, 1,92.3,92.3,40.9
Melbourne-Brisbane,Melbourne,Brisbane,Qantas,Jul-20, 22, 12, 10, 10, 11, 2, 1,83.3,91.7,45.5
Melbourne-Canberra,Melbourne,Canberra,Qantas,Jul-20, 4, 3, 1, 3, 3, 0, 0,100.0,100.0,25.0
Melbourne-Perth,Melbourne,Perth,Qantas,Jul-20, 24, 24, 0, 17, 17, 7, 7,70.8,70.8,0.0
Melbourne-Sydney,Melbourne,Sydney,Qantas,Jul-20, 120, 81, 39, 75, 73, 6, 8,92.6,90.1,32.5
Mount Isa-Brisbane,Mount Isa,Brisbane,Qantas,Jul-20, 27, 27, 0, 13, 18, 14, 9,48.1,66.7,0.0
Newman-Perth,Newman,Perth,Qantas,Jul-20, 2, 1, 1, 1, 1, 0, 0,100.0,100.0,50.0
Perth-Adelaide,Perth,Adelaide,Qantas,Jul-20, 12, 12, 0, 11, 12, 1, 0,91.7,100.0,0.0
Perth-Brisbane,Perth,Brisbane,Qantas,Jul-20, 21, 21, 0, 12, 15, 9, 6,57.1,71.4,0.0
Perth-Broome,Perth,Broome,Qantas,Jul-20, 16, 15, 1, 13, 15, 2, 0,86.7,100.0,6.3
Perth-Darwin,Perth,Darwin,Qantas,Jul-20, 7, 5, 2, 5, 5, 0, 0,100.0,100.0,28.6
Perth-Kalgoorlie,Perth,Kalgoorlie,Qantas,Jul-20, 1, 1, 0, 1, 1, 0, 0,100.0,100.0,0.0
Perth-Karratha,Perth,Karratha,Qantas,Jul-20, 10, 10, 0, 8, 10, 2, 0,80.0,100.0,0.0
Perth-Melbourne,Perth,Melbourne,Qantas,Jul-20, 25, 25, 0, 12, 15, 13, 10,48.0,60.0,0.0
Perth-Newman,Perth,Newman,Qantas,Jul-20, 2, 1, 1, 1, 1, 0, 0,100.0,100.0,50.0
Perth-Port Hedland,Perth,Port Hedland,Qantas,Jul-20, 14, 14, 0, 12, 13, 2, 1,85.7,92.9,0.0
Perth-Sydney,Perth,Sydney,Qantas,Jul-20, 31, 31, 0, 17, 19, 14, 12,54.8,61.3,0.0
Port Hedland-Perth,Port Hedland,Perth,Qantas,Jul-20, 14, 14, 0, 10, 11, 4, 3,71.4,78.6,0.0
Sydney-Adelaide,Sydney,Adelaide,Qantas,Jul-20, 8, 1, 7, 0, 0, 1, 1,0.0,0.0,87.5
Sydney-Brisbane,Sydney,Brisbane,Qantas,Jul-20, 161, 156, 5, 142, 148, 14, 8,91.0,94.9,3.1
Sydney-Cairns,Sydney,Cairns,Qantas,Jul-20, 39, 39, 0, 34, 34, 5, 5,87.2,87.2,0.0
Sydney-Gold Coast,Sydney,Gold Coast,Qantas,Jul-20, 21, 21, 0, 18, 21, 3, 0,85.7,100.0,0.0
Sydney-Melbourne,Sydney,Melbourne,Qantas,Jul-20, 120, 81, 39, 66, 73, 15, 8,81.5,90.1,32.5
Sydney-Perth,Sydney,Perth,Qantas,Jul-20, 32, 31, 1, 23, 27, 8, 4,74.2,87.1,3.1
Townsville-Brisbane,Townsville,Brisbane,Qantas,Jul-20, 59, 59, 0, 44, 46, 15, 13,74.6,78.0,0.0
All Ports-All Ports,All Ports,All Ports,Qantas,Jul-20,1 746,1 588, 158,1 286,1 358, 302, 230,81.0,85.5,9.0
Adelaide-Port Lincoln,Adelaide,Port Lincoln,QantasLink,Jul-20, 31, 30, 1, 23, 25, 7, 5,76.7,83.3,3.2
Albury-Sydney,Albury,Sydney,QantasLink,Jul-20, 19, 17, 2, 10, 11, 7, 6,58.8,64.7,10.5
Armidale-Sydney,Armidale,Sydney,QantasLink,Jul-20, 13, 13, 0, 12, 12, 1, 1,92.3,92.3,0.0
Brisbane-Bundaberg,Brisbane,Bundaberg,QantasLink,Jul-20, 13, 13, 0, 12, 13, 1, 0,92.3,100.0,0.0
Brisbane-Cairns,Brisbane,Cairns,QantasLink,Jul-20, 7, 7, 0, 7, 4, 0, 3,100.0,57.1,0.0
Brisbane-Canberra,Brisbane,Canberra,QantasLink,Jul-20, 43, 42, 1, 38, 39, 4, 3,90.5,92.9,2.3
Brisbane-Gladstone,Brisbane,Gladstone,QantasLink,Jul-20, 33, 33, 0, 32, 33, 1, 0,97.0,100.0,0.0
Brisbane-Mackay,Brisbane,Mackay,QantasLink,Jul-20, 26, 25, 1, 24, 24, 1, 1,96.0,96.0,3.8
Brisbane-Mount Isa,Brisbane,Mount Isa,QantasLink,Jul-20, 2, 2, 0, 2, 2, 0, 0,100.0,100.0,0.0
Brisbane-Newcastle,Brisbane,Newcastle,QantasLink,Jul-20, 19, 19, 0, 15, 17, 4, 2,78.9,89.5,0.0
Brisbane-Rockhampton,Brisbane,Rockhampton,QantasLink,Jul-20, 85, 85, 0, 79, 80, 6, 5,92.9,94.1,0.0
Brisbane-Sydney,Brisbane,Sydney,QantasLink,Jul-20, 2, 1, 1, 1, 1, 0, 0,100.0,100.0,50.0
Broome-Perth,Broome,Perth,QantasLink,Jul-20, 71, 71, 0, 47, 54, 24, 17,66.2,76.1,0.0
Bundaberg-Brisbane,Bundaberg,Brisbane,QantasLink,Jul-20, 13, 13, 0, 13, 13, 0, 0,100.0,100.0,0.0
Cairns-Brisbane,Cairns,Brisbane,QantasLink,Jul-20, 7, 7, 0, 3, 3, 4, 4,42.9,42.9,0.0
Cairns-Townsville,Cairns,Townsville,QantasLink,Jul-20, 42, 42, 0, 40, 40, 2, 2,95.2,95.2,0.0
Canberra-Brisbane,Canberra,Brisbane,QantasLink,Jul-20, 42, 42, 0, 33, 32, 9, 10,78.6,76.2,0.0
Canberra-Melbourne,Canberra,Melbourne,QantasLink,Jul-20, 37, 29, 8, 26, 28, 3, 1,89.7,96.6,21.6
Coffs Harbour-Sydney,Coffs Harbour,Sydney,QantasLink,Jul-20, 50, 50, 0, 48, 48, 2, 2,96.0,96.0,0.0
Dubbo-Sydney,Dubbo,Sydney,QantasLink,Jul-20, 22, 21, 1, 17, 17, 4, 4,81.0,81.0,4.5
Gladstone-Brisbane,Gladstone,Brisbane,QantasLink,Jul-20, 33, 33, 0, 30, 32, 3, 1,90.9,97.0,0.0
Kalgoorlie-Perth,Kalgoorlie,Perth,QantasLink,Jul-20, 41, 39, 2, 33, 35, 6, 4,84.6,89.7,4.9
Karratha-Perth,Karratha,Perth,QantasLink,Jul-20, 73, 70, 3, 47, 57, 23, 13,67.1,81.4,4.1
Mackay-Brisbane,Mackay,Brisbane,QantasLink,Jul-20, 31, 30, 1, 26, 27, 4, 3,86.7,90.0,3.2
Melbourne-Canberra,Melbourne,Canberra,QantasLink,Jul-20, 37, 29, 8, 28, 28, 1, 1,96.6,96.6,21.6
Melbourne-Mildura,Melbourne,Mildura,QantasLink,Jul-20, 15, 13, 2, 13, 13, 0, 0,100.0,100.0,13.3
Mildura-Melbourne,Mildura,Melbourne,QantasLink,Jul-20, 15, 13, 2, 13, 13, 0, 0,100.0,100.0,13.3
Mount Isa-Brisbane,Mount Isa,Brisbane,QantasLink,Jul-20, 2, 2, 0, 2, 2, 0, 0,100.0,100.0,0.0
Newcastle-Brisbane,Newcastle,Brisbane,QantasLink,Jul-20, 19, 19, 0, 17, 18, 2, 1,89.5,94.7,0.0
Newman-Perth,Newman,Perth,QantasLink,Jul-20, 39, 38, 1, 31, 31, 7, 7,81.6,81.6,2.6
Perth-Broome,Perth,Broome,QantasLink,Jul-20, 71, 71, 0, 58, 61, 13, 10,81.7,85.9,0.0
Perth-Kalgoorlie,Perth,Kalgoorlie,QantasLink,Jul-20, 41, 39, 2, 35, 34, 4, 5,89.7,87.2,4.9
Perth-Karratha,Perth,Karratha,QantasLink,Jul-20, 73, 70, 3, 62, 62, 8, 8,88.6,88.6,4.1
Perth-Newman,Perth,Newman,QantasLink,Jul-20, 39, 38, 1, 32, 33, 6, 5,84.2,86.8,2.6
Perth-Port Hedland,Perth,Port Hedland,QantasLink,Jul-20, 37, 37, 0, 34, 34, 3, 3,91.9,91.9,0.0
Port Hedland-Perth,Port Hedland,Perth,QantasLink,Jul-20, 37, 37, 0, 28, 30, 9, 7,75.7,81.1,0.0
Port Lincoln-Adelaide,Port Lincoln,Adelaide,QantasLink,Jul-20, 31, 30, 1, 22, 22, 8, 8,73.3,73.3,3.2
Rockhampton-Brisbane,Rockhampton,Brisbane,QantasLink,Jul-20, 80, 80, 0, 74, 76, 6, 4,92.5,95.0,0.0
Sydney-Albury,Sydney,Albury,QantasLink,Jul-20, 20, 18, 2, 13, 12, 5, 6,72.2,66.7,10.0
Sydney-Armidale,Sydney,Armidale,QantasLink,Jul-20, 13, 13, 0, 12, 12, 1, 1,92.3,92.3,0.0
Sydney-Brisbane,Sydney,Brisbane,QantasLink,Jul-20, 2, 1, 1, 1, 0, 0, 1,100.0,0.0,50.0
Sydney-Coffs Harbour,Sydney,Coffs Harbour,QantasLink,Jul-20, 50, 50, 0, 48, 48, 2, 2,96.0,96.0,0.0
Sydney-Dubbo,Sydney,Dubbo,QantasLink,Jul-20, 22, 21, 1, 17, 17, 4, 4,81.0,81.0,4.5
Sydney-Wagga Wagga,Sydney,Wagga Wagga,QantasLink,Jul-20, 22, 19, 3, 17, 18, 2, 1,89.5,94.7,13.6
Townsville-Cairns,Townsville,Cairns,QantasLink,Jul-20, 42, 41, 1, 39, 40, 2, 1,95.1,97.6,2.4
Wagga Wagga-Sydney,Wagga Wagga,Sydney,QantasLink,Jul-20, 22, 19, 3, 18, 18, 1, 1,94.7,94.7,13.6
All Ports-All Ports,All Ports,All Ports,QantasLink,Jul-20,2 687,2 594, 93,2 273,2 360, 321, 234,87.6,91.0,3.5
Adelaide-Port Lincoln,Adelaide,Port Lincoln,Regional Express,Jul-20, 62, 62, 0, 54, 53, 8, 9,87.1,85.5,0.0
Albury-Sydney,Albury,Sydney,Regional Express,Jul-20, 30, 30, 0, 24, 23, 6, 7,80.0,76.7,0.0
Armidale-Sydney,Armidale,Sydney,Regional Express,Jul-20, 4, 4, 0, 3, 4, 1, 0,75.0,100.0,0.0
Ballina-Sydney,Ballina,Sydney,Regional Express,Jul-20, 9, 9, 0, 9, 9, 0, 0,100.0,100.0,0.0
Cairns-Townsville,Cairns,Townsville,Regional Express,Jul-20, 12, 12, 0, 10, 10, 2, 2,83.3,83.3,0.0
Dubbo-Sydney,Dubbo,Sydney,Regional Express,Jul-20, 42, 42, 0, 35, 37, 7, 5,83.3,88.1,0.0
Melbourne-Mildura,Melbourne,Mildura,Regional Express,Jul-20, 35, 33, 2, 30, 30, 3, 3,90.9,90.9,5.7
Mildura-Melbourne,Mildura,Melbourne,Regional Express,Jul-20, 35, 33, 2, 30, 30, 3, 3,90.9,90.9,5.7
Port Lincoln-Adelaide,Port Lincoln,Adelaide,Regional Express,Jul-20, 63, 63, 0, 46, 47, 17, 16,73.0,74.6,0.0
Sydney-Albury,Sydney,Albury,Regional Express,Jul-20, 32, 32, 0, 21, 25, 11, 7,65.6,78.1,0.0
Sydney-Armidale,Sydney,Armidale,Regional Express,Jul-20, 4, 4, 0, 3, 3, 1, 1,75.0,75.0,0.0
Sydney-Ballina,Sydney,Ballina,Regional Express,Jul-20, 9, 9, 0, 9, 9, 0, 0,100.0,100.0,0.0
Sydney-Dubbo,Sydney,Dubbo,Regional Express,Jul-20, 41, 41, 0, 29, 32, 12, 9,70.7,78.0,0.0
Sydney-Wagga Wagga,Sydney,Wagga Wagga,Regional Express,Jul-20, 33, 32, 1, 24, 25, 8, 7,75.0,78.1,3.0
Townsville-Cairns,Townsville,Cairns,Regional Express,Jul-20, 12, 12, 0, 11, 11, 1, 1,91.7,91.7,0.0
Wagga Wagga-Sydney,Wagga Wagga,Sydney,Regional Express,Jul-20, 35, 35, 0, 25, 26, 10, 9,71.4,74.3,0.0
All Ports-All Ports,All Ports,All Ports,Regional Express,Jul-20,1 884,1 860, 24,1 581,1 577, 279, 283,85.0,84.8,1.3
Adelaide-Alice Springs,Adelaide,Alice Springs,Virgin Australia,Jul-20, 6, 6, 0, 6, 6, 0, 0,100.0,100.0,0.0
Adelaide-Brisbane,Adelaide,Brisbane,Virgin Australia,Jul-20, 25, 25, 0, 17, 23, 8, 2,68.0,92.0,0.0
Adelaide-Melbourne,Adelaide,Melbourne,Virgin Australia,Jul-20, 14, 14, 0, 13, 13, 1, 1,92.9,92.9,0.0
Adelaide-Perth,Adelaide,Perth,Virgin Australia,Jul-20, 14, 14, 0, 13, 12, 1, 2,92.9,85.7,0.0
Adelaide-Sydney,Adelaide,Sydney,Virgin Australia,Jul-20, 14, 14, 0, 10, 11, 4, 3,71.4,78.6,0.0
Alice Springs-Adelaide,Alice Springs,Adelaide,Virgin Australia,Jul-20, 6, 6, 0, 5, 5, 1, 1,83.3,83.3,0.0
Ballina-Sydney,Ballina,Sydney,Virgin Australia,Jul-20, 11, 11, 0, 11, 11, 0, 0,100.0,100.0,0.0
Brisbane-Adelaide,Brisbane,Adelaide,Virgin Australia,Jul-20, 25, 25, 0, 24, 23, 1, 2,96.0,92.0,0.0
Brisbane-Bundaberg,Brisbane,Bundaberg,Virgin Australia,Jul-20, 23, 23, 0, 21, 21, 2, 2,91.3,91.3,0.0
Brisbane-Cairns,Brisbane,Cairns,Virgin Australia,Jul-20, 38, 38, 0, 33, 33, 5, 5,86.8,86.8,0.0
Brisbane-Canberra,Brisbane,Canberra,Virgin Australia,Jul-20, 14, 14, 0, 9, 10, 5, 4,64.3,71.4,0.0
Brisbane-Darwin,Brisbane,Darwin,Virgin Australia,Jul-20, 12, 12, 0, 12, 10, 0, 2,100.0,83.3,0.0
Brisbane-Gladstone,Brisbane,Gladstone,Virgin Australia,Jul-20, 23, 21, 2, 19, 17, 2, 4,90.5,81.0,8.7
Brisbane-Mackay,Brisbane,Mackay,Virgin Australia,Jul-20, 33, 33, 0, 33, 31, 0, 2,100.0,93.9,0.0
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,Jul-20, 34, 18, 16, 16, 18, 2, 0,88.9,100.0,47.1
Brisbane-Mount Isa,Brisbane,Mount Isa,Virgin Australia,Jul-20, 6, 6, 0, 6, 6, 0, 0,100.0,100.0,0.0
Brisbane-Newcastle,Brisbane,Newcastle,Virgin Australia,Jul-20, 17, 17, 0, 15, 15, 2, 2,88.2,88.2,0.0
Brisbane-Perth,Brisbane,Perth,Virgin Australia,Jul-20, 25, 25, 0, 25, 23, 0, 2,100.0,92.0,0.0
Brisbane-Proserpine,Brisbane,Proserpine,Virgin Australia,Jul-20, 13, 13, 0, 13, 13, 0, 0,100.0,100.0,0.0
Brisbane-Rockhampton,Brisbane,Rockhampton,Virgin Australia,Jul-20, 31, 31, 0, 30, 30, 1, 1,96.8,96.8,0.0
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,Jul-20, 113, 104, 9, 89, 97, 15, 7,85.6,93.3,8.0
